Insertion Sort
Count;Sorted;Reverse;Random;Same
3510;17382.0;8638021.0;4176591.0;18963.0
3520;16592.0;8698465.0;4128394.0;18172.0
3530;20149.0;1.1607699E7;4169875.0;18173.0
3540;17383.0;8780243.0;4387949.0;31605.0
3550;16593.0;8901132.0;4310517.0;17383.0
3560;16988.0;8924836.0;4308541.0;17778.0
3570;16592.0;8918120.0;4275357.0;18172.0
3580;17777.0;9113281.0;4339356.0;67556.0
3590;16988.0;9159108.0;4331455.0;18962.0
3600;16987.0;9284737.0;4394269.0;18567.0
3610;16987.0;9327009.0;4406517.0;18568.0
3620;16988.0;9340440.0;4487504.0;17778.0
3630;16988.0;9461330.0;4434961.0;18962.0
3640;16988.0;9399305.0;4551109.0;18962.0
3650;16987.0;1.1294415E7;4550319.0;18173.0
3660;47013.0;1.0084736E7;6787158.0;32000.0
3670;17383.0;8988046.0;5006615.0;18173.0
3680;18568.0;8982910.0;5023998.0;18962.0
3690;18568.0;9040589.0;5076542.0;18568.0
3700;18173.0;9095108.0;4963949.0;18963.0
3710;18173.0;9133034.0;4841875.0;36345.0
3720;17383.0;9299355.0;4848986.0;19753.0
3730;17383.0;9584984.0;4731257.0;21334.0
3740;18173.0;9749724.0;4716640.0;19753.0
3750;17383.0;9790021.0;4720591.0;18568.0
3760;18173.0;9863107.0;4715455.0;18173.0
3770;33976.0;1.4055501E7;4846220.0;20544.0
3780;18963.0;9578663.0;5022023.0;25284.0
3790;19358.0;9535996.0;5240492.0;18963.0
3800;18568.0;9682959.0;5239702.0;18963.0
3810;18568.0;1.0025083E7;5142121.0;31210.0
3820;18568.0;1.0356144E7;4982911.0;19753.0
3830;19358.0;1.035733E7;4905874.0;20149.0
3840;18173.0;1.0401577E7;5080492.0;18963.0
3850;18172.0;1.0409873E7;5042171.0;18568.0
3860;29630.0;1.0127008E7;5143702.0;19358.0
3870;25284.0;1.004286E7;5542319.0;19358.0
3880;18568.0;1.5828537E7;5835454.0;19753.0
3890;18172.0;1.048691E7;5093529.0;20148.0
3900;18173.0;1.0633478E7;5035850.0;20149.0
3910;22914.0;1.0229329E7;5540343.0;20148.0
3920;19358.0;1.0236045E7;5706269.0;19753.0
3930;19753.0;1.0540243E7;5489776.0;32395.0
3940;19358.0;1.0785576E7;5197825.0;20148.0
3950;18173.0;1.0932143E7;5180048.0;19753.0
3960;18173.0;1.0794663E7;5272886.0;19753.0
3970;24494.0;1.0502712E7;5530862.0;19358.0
3980;19753.0;1.5011945E7;5994665.0;19358.0
3990;18963.0;1.1049477E7;5237726.0;20148.0
4000;18962.0;1.1024589E7;5415899.0;20148.0
4010;20543.0;1.0693922E7;5636343.0;19753.0
4020;19358.0;1.113481E7;5889973.0;20148.0
4030;22519.0;1.122607E7;5479899.0;21729.0
4040;22123.0;1.1275847E7;5414714.0;19753.0
4050;20938.0;1.1111502E7;5487801.0;19753.0
4060;19358.0;1.0940835E7;6044047.0;19753.0
4070;20938.0;1.1533823E7;5747751.0;20544.0
4080;19753.0;1.5986561E7;5747355.0;21729.0
4090;19753.0;1.1077131E7;6244344.0;20544.0
4100;19753.0;1.1633378E7;5818862.0;32000.0
4110;18963.0;1.1604933E7;5669923.0;21333.0
4120;19753.0;1.1610859E7;5545479.0;20543.0
4130;19754.0;1.1379748E7;6219849.0;20148.0
4140;20148.0;1.1861329E7;5831504.0;23704.0
4150;19358.0;1.1854218E7;5813726.0;20148.0
4160;24099.0;1.1488391E7;5976097.0;19753.0
4170;20148.0;1.1939946E7;6192985.0;20148.0
4180;24888.0;1.5634957E7;1.0859058E7;22123.0
4190;20148.0;1.20956E7;6140442.0;21729.0
