Shell Sort using a gap of 2.0
Count;Sorted;Reverse;Random;Same
3430;92049.0;139457.0;511209.0;92445.0
3440;90469.0;137877.0;512790.0;91259.0
3450;91654.0;152098.0;561778.0;92840.0
3460;91259.0;134321.0;533334.0;91654.0
3470;97185.0;135901.0;510025.0;92444.0
3480;91654.0;140642.0;514370.0;92840.0
3490;107062.0;153284.0;526617.0;96000.0
3500;92445.0;133926.0;515556.0;92839.0
3510;92445.0;150124.0;527408.0;93629.0
3520;93235.0;140642.0;552691.0;94420.0
3530;110618.0;150123.0;633679.0;94025.0
3540;93630.0;142618.0;532543.0;99951.0
3550;94024.0;139852.0;520691.0;93630.0
3560;93234.0;139457.0;523061.0;95605.0
3570;113383.0;151704.0;543999.0;95209.0
3580;94420.0;141432.0;534914.0;96395.0
3590;94025.0;139457.0;575209.0;97185.0
3600;94420.0;140642.0;563753.0;96790.0
3610;99951.0;150518.0;551111.0;96000.0
3620;96395.0;147753.0;556642.0;120098.0
3630;95605.0;149333.0;544000.0;104691.0
3640;95604.0;150123.0;555061.0;102321.0
3650;96000.0;194370.0;561382.0;100346.0
3660;96790.0;146568.0;547161.0;118518.0
3670;96790.0;147358.0;549135.0;98370.0
3680;134321.0;146173.0;883358.0;347654.0
3690;168691.0;164741.0;740741.0;173432.0
3700;99555.0;148938.0;556641.0;101135.0
3710;103111.0;147358.0;560987.0;100346.0
3720;105481.0;193580.0;566123.0;99556.0
3730;98765.0;150123.0;566124.0;99160.0
3740;97975.0;147358.0;549530.0;99160.0
3750;99161.0;148148.0;562173.0;99951.0
3760;104296.0;165926.0;580741.0;99556.0
3770;99556.0;150914.0;560592.0;101531.0
3780;99160.0;153679.0;560987.0;100345.0
3790;99556.0;159210.0;557826.0;100741.0
3800;122469.0;155654.0;581926.0;105482.0
3810;101136.0;152099.0;571259.0;121284.0
3820;101136.0;154469.0;569284.0;101531.0
3830;100740.0;238222.0;564543.0;101136.0
3840;122074.0;157630.0;678715.0;101926.0
3850;101136.0;151309.0;589432.0;105086.0
3860;101531.0;153679.0;587456.0;101926.0
3870;101926.0;158024.0;591802.0;102321.0
3880;104296.0;172642.0;709531.0;104692.0
3890;103506.0;159210.0;594173.0;104692.0
3900;103111.0;158815.0;581531.0;107456.0
3910;107457.0;153679.0;668444.0;102716.0
3920;116938.0;155259.0;632889.0;126815.0
3930;103901.0;157235.0;595753.0;104296.0
3940;104691.0;156444.0;593778.0;105086.0
3950;103901.0;158815.0;592197.0;105087.0
3960;104691.0;161975.0;752592.0;107062.0
3970;105482.0;160790.0;635259.0;105876.0
3980;106271.0;161185.0;609580.0;105086.0
3990;105086.0;162370.0;607209.0;106272.0
4000;106667.0;159605.0;632889.0;107852.0
4010;105481.0;158815.0;615901.0;106271.0
4020;192790.0;160790.0;637630.0;107852.0
4030;121679.0;164740.0;786172.0;111802.0
4040;105876.0;160395.0;625778.0;110222.0
4050;107852.0;162765.0;629728.0;110222.0
4060;111012.0;164346.0;634074.0;107062.0
4070;112988.0;165136.0;647901.0;109037.0
4080;108247.0;161185.0;633679.0;108247.0
4090;109037.0;168297.0;642370.0;112988.0
4100;120099.0;216493.0;754962.0;118518.0
4110;118914.0;171061.0;709926.0;133531.0
4120;203456.0;321580.0;1056394.0;123259.0
4130;325531.0;212148.0;964740.0;308938.0
4140;119703.0;173037.0;660148.0;126814.0
4150;120098.0;182124.0;670814.0;123259.0
4160;126024.0;227555.0;669629.0;120889.0
4170;120889.0;172247.0;645136.0;123654.0
4180;124840.0;172642.0;648296.0;121679.0
4190;120889.0;179753.0;719012.0;170272.0
4200;128000.0;179753.0;681086.0;188839.0
4210;126024.0;185679.0;670814.0;123655.0
4220;124049.0;171852.0;649876.0;123654.0
4230;125235.0;218864.0;677135.0;123259.0
4240;122864.0;188839.0;659358.0;123654.0
4250;127210.0;182519.0;649481.0;123655.0
4260;124445.0;173432.0;745481.0;124444.0
4270;132741.0;175013.0;721777.0;175803.0
4280;124445.0;195555.0;655407.0;126420.0
4290;128395.0;176592.0;677531.0;126815.0
4300;134321.0;205432.0;660938.0;129580.0
4310;129975.0;180938.0;680692.0;125630.0
4320;126420.0;176198.0;692147.0;129976.0
4330;124839.0;197531.0;757333.0;125630.0
4340;126419.0;182913.0;688592.0;152494.0
4350;125629.0;183704.0;676346.0;127210.0
4360;126420.0;186074.0;690568.0;129186.0
4370;130765.0;234272.0;796839.0;128000.0
4380;127209.0;190815.0;666864.0;129185.0
4390;132346.0;186469.0;672790.0;127210.0
4400;128791.0;193976.0;688198.0;133531.0
4410;127999.0;180938.0;679506.0;129185.0
4420;129581.0;182123.0;696888.0;131555.0
4430;129185.0;184098.0;679901.0;130766.0
4440;131951.0;193975.0;788148.0;184098.0
4450;128395.0;195160.0;708741.0;133136.0
4460;128790.0;180938.0;696889.0;130370.0
4470;158024.0;207802.0;694123.0;129580.0
4480;134716.0;189630.0;748641.0;131555.0
4490;129975.0;195555.0;703605.0;135901.0
4500;129975.0;260741.0;699259.0;133136.0
4510;254814.0;381235.0;1028346.0;254815.0
4520;264691.0;444444.0;1008987.0;365036.0
4530;387950.0;192000.0;1022814.0;242173.0
4540;132741.0;196741.0;709926.0;132740.0
4550;140642.0;190024.0;752592.0;132345.0
4560;133136.0;193185.0;728889.0;133926.0
4570;133926.0;194370.0;719802.0;133136.0
4580;133926.0;255605.0;730469.0;133926.0
4590;132741.0;193185.0;713876.0;136692.0
4600;132741.0;203457.0;750617.0;135506.0
4610;135506.0;192790.0;901136.0;137086.0
4620;135111.0;192790.0;755753.0;144593.0
4630;135901.0;198716.0;738765.0;135111.0
4640;134716.0;203852.0;768394.0;134716.0
4650;137877.0;197135.0;812246.0;211358.0
4660;139061.0;197530.0;741530.0;138667.0
4670;140642.0;283259.0;750617.0;135111.0
4680;146567.0;196346.0;773925.0;136692.0
4690;139457.0;201086.0;723752.0;137482.0
4700;135901.0;199901.0;737580.0;137877.0
4710;139062.0;204642.0;851753.0;143408.0
4720;137877.0;203061.0;741926.0;140247.0
4730;137876.0;204247.0;732444.0;138271.0
4740;224395.0;300247.0;995555.0;138667.0
4750;156839.0;224790.0;788543.0;144988.0
4760;141432.0;295111.0;803160.0;143407.0
4770;201087.0;321185.0;903901.0;241383.0
4780;154864.0;309728.0;887704.0;170271.0
4790;164740.0;272988.0;793678.0;145383.0
4800;186074.0;234272.0;958024.0;267852.0
4810;245729.0;216099.0;843457.0;148543.0
4820;151703.0;245728.0;880198.0;148544.0
4830;155655.0;233086.0;884543.0;160790.0
4840;171457.0;228346.0;924839.0;240593.0
4850;167111.0;369383.0;858469.0;165531.0
4860;184098.0;235457.0;854518.0;165926.0
4870;255210.0;537679.0;1382320.0;293530.0
4880;264691.0;302222.0;1091555.0;251655.0
4890;143802.0;203852.0;824099.0;145778.0
4900;141827.0;212543.0;778271.0;141828.0
4910;141827.0;219654.0;773136.0;143407.0
4920;147753.0;203062.0;826469.0;145777.0
4930;142617.0;216494.0;796049.0;143408.0
4940;143013.0;206222.0;774716.0;145778.0
4950;144988.0;211358.0;823308.0;145778.0
4960;142618.0;212938.0;814222.0;145382.0
4970;144593.0;216099.0;791703.0;146963.0
4980;148543.0;217679.0;891654.0;147753.0
4990;144593.0;213728.0;788938.0;145383.0
5000;144197.0;208988.0;817778.0;148544.0
5010;153679.0;206617.0;940247.0;151308.0
5020;145778.0;216889.0;794074.0;147358.0
5030;149728.0;218864.0;798419.0;148938.0
5040;147358.0;208988.0;968691.0;178172.0
5050;147358.0;218074.0;815407.0;149334.0
5060;151309.0;212938.0;917728.0;149333.0
5070;152099.0;207803.0;819357.0;187654.0
5080;148938.0;215308.0;819753.0;150124.0
5090;152098.0;218469.0;912592.0;149728.0
5100;152889.0;209778.0;824098.0;153284.0
5110;147753.0;222419.0;825678.0;150519.0
5120;150123.0;220445.0;1049678.0;150518.0
5130;148148.0;222024.0;951703.0;150124.0
5140;148543.0;222814.0;875061.0;154469.0
5150;159210.0;235062.0;871901.0;150518.0
5160;155260.0;216889.0;854123.0;150913.0
5170;149334.0;220049.0;843457.0;152889.0
5180;155259.0;257580.0;910222.0;150124.0
5190;151703.0;214913.0;860444.0;150913.0
5200;149728.0;228345.0;848197.0;156445.0
5210;163160.0;222814.0;1057184.0;153679.0
5220;255605.0;396642.0;1537974.0;286025.0
5230;231111.0;231901.0;1258666.0;154469.0
5240;151704.0;224790.0;835950.0;154469.0
5250;236247.0;221234.0;880593.0;153679.0
5260;154074.0;224395.0;853728.0;159999.0
5270;221629.0;353185.0;950518.0;156444.0
5280;242568.0;412444.0;1106173.0;156839.0
5290;160790.0;233482.0;852148.0;154470.0
5300;156050.0;230716.0;870321.0;155260.0
5310;169481.0;234271.0;1019654.0;250073.0
5320;161185.0;228346.0;875062.0;157630.0
5330;301827.0;340148.0;983704.0;162765.0
5340;157629.0;240198.0;879012.0;161186.0
5350;155654.0;321185.0;861629.0;157234.0
5360;156445.0;229926.0;937086.0;188049.0
5370;158024.0;229531.0;871901.0;159210.0
5380;157630.0;226766.0;896790.0;183703.0
5390;157235.0;225185.0;869135.0;199901.0
5400;157235.0;231901.0;872691.0;156839.0
5410;156444.0;310913.0;878222.0;160790.0
5420;158025.0;230321.0;871506.0;160395.0
5430;156049.0;233087.0;869531.0;159605.0
5440;171852.0;310124.0;1050468.0;158024.0
5450;158025.0;231901.0;872296.0;158420.0
5460;163556.0;242963.0;879802.0;160000.0
5470;162765.0;233876.0;1071407.0;261136.0
5480;159209.0;229136.0;884148.0;160395.0
5490;160000.0;240988.0;977383.0;159605.0
5500;165135.0;238222.0;883752.0;184494.0
5510;159210.0;239802.0;907851.0;159209.0
5520;164346.0;237827.0;938666.0;165926.0
5530;165136.0;234666.0;901135.0;161580.0
5540;279704.0;406914.0;1220741.0;161186.0
5550;180938.0;246123.0;1299357.0;315654.0
5560;161580.0;237037.0;899555.0;163951.0
5570;161185.0;245728.0;939456.0;168691.0
5580;161580.0;240987.0;887704.0;163160.0
5590;165926.0;386371.0;896394.0;162371.0
5600;162370.0;237432.0;939852.0;164741.0
5610;162370.0;239012.0;903111.0;163555.0
5620;169876.0;238222.0;1101037.0;169086.0
5630;161580.0;237037.0;895999.0;164741.0
5640;164346.0;236246.0;958419.0;164741.0
5650;164741.0;240197.0;939457.0;190815.0
5660;163555.0;240592.0;950123.0;165136.0
5670;237432.0;257580.0;929580.0;167111.0
5680;163951.0;245333.0;935111.0;164741.0
5690;165136.0;329481.0;940247.0;166716.0
5700;166716.0;244543.0;1021234.0;229926.0
5710;170666.0;249679.0;932345.0;167506.0
5720;165530.0;337778.0;951703.0;166716.0
5730;167506.0;256000.0;954468.0;173432.0
5740;166716.0;242962.0;923259.0;171852.0
5750;167901.0;244543.0;1132641.0;177383.0
5760;169482.0;243753.0;1004642.0;167506.0
5770;172642.0;295506.0;953283.0;167506.0
5780;167507.0;239407.0;950519.0;168691.0
5790;169482.0;253235.0;950913.0;170272.0
5800;171852.0;252840.0;1119210.0;238222.0
5810;168296.0;248098.0;961579.0;174222.0
5820;171852.0;389530.0;959209.0;169481.0
5830;168691.0;250074.0;942617.0;169876.0
5840;181729.0;255605.0;972642.0;171457.0
5850;298271.0;427852.0;1485827.0;318815.0
5860;170272.0;334617.0;989630.0;171852.0
5870;171852.0;249679.0;1102617.0;297086.0
5880;169876.0;246519.0;971851.0;171061.0
5890;177383.0;269037.0;1039407.0;251260.0
5900;170666.0;249679.0;992394.0;173432.0
5910;170667.0;257185.0;954073.0;171852.0
5920;175802.0;259950.0;1152790.0;181333.0
5930;172247.0;254420.0;956839.0;174222.0
5940;181333.0;261136.0;972246.0;254025.0
5950;173432.0;262716.0;979753.0;174617.0
5960;173827.0;254024.0;986469.0;175012.0
5970;175408.0;251260.0;988444.0;198715.0
5980;173827.0;259160.0;990024.0;173432.0
5990;263506.0;266271.0;986074.0;175012.0
6000;173036.0;256790.0;1011753.0;175407.0
6010;173037.0;258766.0;996346.0;179358.0
6020;176198.0;248494.0;1045333.0;179358.0
6030;175408.0;259555.0;992000.0;178172.0
